dates,Norway,Algeria,Russia,Azerbaijan,Libya,UK net flows,LNG,EU total,Nord Stream,Ukraine Gas Transit,"Yamal (BY,PL)",Turkstream,
21/09/2021,238.1,90.8,422,28.4,8.5,15,157.2,960.1,170.1,98.5,107.5,34.2,
22/09/2021,244,85.6,424.4,28.4,8.5,20.3,161,972.2,170.5,100.9,107.6,34.1,
23/09/2021,252.1,87.3,421.5,30.1,8.5,18.5,148.3,966.3,170.9,97.9,107.8,34.2,
24/09/2021,258.1,87.1,420.7,28.8,8.5,44.4,157,1004.5,170.5,96.3,107.6,34.2,
25/09/2021,262.6,86.5,416.4,29.2,7,54,139.6,995.1,170.1,91,108.1,34,
26/09/2021,262.7,87.4,416.3,29.7,8,74,125.5,1003.6,170,91,108,32.3,
27/09/2021,263,85.8,406.7,27.6,7.5,76.4,140.3,1007.4,170.9,91,107.2,22.5,
28/09/2021,261.5,87.1,359.7,30.4,9.1,72.2,167.2,987.2,170.4,93,57.8,22.2,
29/09/2021,241.1,87.2,395,29.9,7.5,81.7,150.4,992.7,170.5,102.6,82.4,23.9,
30/09/2021,259.6,90.5,386.7,30.8,7.5,82.9,171.2,1029.2,170.3,99.5,77.1,24.4,
01/10/2021,252.8,111.1,343.8,30.8,7.5,81.9,176.4,1004.2,170.6,92.7,29.3,39.2,
02/10/2021,249.4,109.6,339.9,30.2,6.4,62.7,143.6,941.7,170.6,89.9,29.2,38.5,
03/10/2021,251.3,110,338,30.2,6.4,64.8,140.3,941,170.3,89.9,30,36.7,
04/10/2021,253.9,48.5,353.8,27.2,8,50.2,145.9,887.6,170.4,93.4,30.1,40.2,
05/10/2021,254,108.5,360,27.7,9,56.1,172.1,987.5,170.2,95.1,32.3,40.2,
06/10/2021,255.6,104.3,380.7,27.6,8.5,38.6,179.1,994.4,170.4,103,44.4,40.2,
07/10/2021,256.7,104.2,380.5,27.6,8.5,45.6,188.8,1011.9,170.8,103.3,42.7,40.2,
08/10/2021,256.4,104.1,386.1,29.7,7.4,53.2,193.6,1030.4,170.1,104.4,48.3,40.1,
09/10/2021,257.4,108.6,375.4,30.2,6.4,49.6,148,975.6,171.5,96.2,47.2,39.7,
10/10/2021,257.8,108.1,371.7,30.5,10.1,48.9,140.4,967.6,170.3,95.6,47.5,38.5,
11/10/2021,257.6,112.8,374.8,29.8,10.7,37.2,167,989.7,170.4,100.6,44.4,40.1,
12/10/2021,259.9,116.6,379.8,30.1,10.1,25.8,157.5,979.8,170.7,103.4,44.1,40.7,
13/10/2021,260.4,116.6,375.5,30,9.6,33.2,175.9,1001.2,170.4,98.7,44.4,40.5,
14/10/2021,261,115.2,364,30,10.7,63.2,181.6,1025.7,170.5,95.2,44.3,40.8,
15/10/2021,261.4,109,363.4,29.9,13.6,51.5,208.9,1037.7,170.6,96,44,40.8,
16/10/2021,263.7,101,360.4,30,10.7,46.8,197.9,1010.5,170.4,93.8,44.3,40.5,
17/10/2021,263.6,97.5,361.5,30,10.7,58.6,194.8,1016.7,170.5,93.9,44.1,40.7,
18/10/2021,263.8,97.8,364.2,30,11.2,65.1,230.3,1062.4,170.5,94.7,44.1,40.7,
19/10/2021,262.3,97.8,366.7,30.6,10.1,76.8,187.9,1032.3,170.4,101,40.1,40.5,
20/10/2021,263.7,95.8,359.1,30.5,10.1,68.7,193.8,1021.7,170.5,96,40,40.6,
21/10/2021,238.7,96.9,367.7,30.5,10.1,63.8,198,1005.7,170.7,98.7,47,40.6,
22/10/2021,234.6,96.2,359.6,30.4,11.2,48.8,207,987.9,170.5,94.5,42.3,40.4,
23/10/2021,263.3,93.9,349.7,30,5.3,46,167.9,956,170.1,93.7,32.4,40.4,
24/10/2021,259.1,96,356.1,30,8,47.5,165.3,962.1,170.5,93.8,35.8,40.2,
25/10/2021,259.2,98,356.3,30,11.2,66.4,201.3,1022.3,170.5,94,34.5,40.8,
26/10/2021,257.4,97.3,372.4,31.2,11.2,65,204.6,1039.1,170.8,101.2,40.2,40.9,
27/10/2021,262.7,94.9,378.7,31,10.1,65.8,207,1050.3,169.2,98,49.8,41,
28/10/2021,261.7,93.8,378,29.6,9.6,68.8,205,1046.5,170.6,96.7,50.2,40.9,
29/10/2021,263.2,95,362.1,28.4,9.6,49.7,202.1,1010.2,170.1,99.2,33,40.9,
30/10/2021,255.5,95.5,346.6,24.2,8.5,58.7,170,958.8,177.4,83.9,28.5,38.9,
31/10/2021,263.4,96.9,322.5,23,8.5,57.9,169,941.2,171.1,79.4,20.2,33.3,
01/11/2021,254.7,91.7,280,22.8,10.1,39.9,191.1,890.2,170.3,64.7,9.4,23.3,
02/11/2021,247.5,93.5,286.8,23,10.1,17.7,226.2,904.7,170.3,73.2,9.4,20.9,
03/11/2021,251.5,93.5,313.5,25.5,10.1,16.1,231.3,941.5,170.7,92.2,5.8,32.7,
04/11/2021,248.4,93.6,343.7,27.4,11.2,16.7,233.4,974.4,171.5,99.9,25.9,35.3,
05/11/2021,257,91.8,341.8,32.2,11.7,16.1,230.6,981.2,170.5,99.6,27.6,32.7,
06/11/2021,257.7,92.1,330.4,32.4,8.5,38.4,228.2,987.8,170.4,96.2,20.1,32,
07/11/2021,258.8,94.3,327.3,32.4,8.5,44.1,222.4,988,170.6,96.2,16.5,31.6,
08/11/2021,261.8,95.2,336.7,32.4,10.2,17.4,258.3,1011.9,170.5,98.6,19.2,33.3,
09/11/2021,261.3,94.1,364.5,32.4,10.2,33.7,260,1056.1,170.1,114,33,33.9,
10/11/2021,262.7,94.8,382.9,31,10.1,37.3,262.3,1081.1,170.5,120.1,46.6,34.4,
11/11/2021,230.1,94.4,378.8,33.7,10.2,51.9,257.3,1056.5,170.8,121.3,37.6,34.2,
12/11/2021,192,93.1,377.1,32.4,8.6,74.1,241.8,1018.9,170.2,119.6,37.7,35.1,
13/11/2021,244.3,92.9,380.9,30.3,8.5,49.2,210.5,1016.7,170.5,119.2,43.1,33.2,
14/11/2021,261.5,94.3,382.9,30.2,8.6,37.1,200.7,1015.3,170.3,119.2,44.1,34.1,
15/11/2021,260.3,94.5,391.9,32.3,11.2,26.1,238.1,1054.3,170.8,119.9,49.4,34.3,
16/11/2021,249.8,94,394.8,32.3,11.2,19.6,245,1046.7,170.4,123.9,49.4,36.9,
17/11/2021,259.3,94.7,397.1,32.1,10.3,23.6,231,1048.1,170.3,124.3,49.7,40,
18/11/2021,262.7,93.9,405.2,32.4,10.3,28.2,251.9,1084.6,170.2,123.8,54.4,44.6,
19/11/2021,263.1,94.3,397.9,32.5,9.1,28.9,273.1,1098.8,170.8,120.2,54.4,39.3,
20/11/2021,257.5,91.7,390.4,32.4,8.5,13.4,241.3,1035.3,170.3,119,54,35.7,
21/11/2021,255.2,91.7,389.4,32.4,8.5,14.5,224,1015.6,170.7,119.1,54.4,35.5,
22/11/2021,236.8,93.8,393.2,32.4,10.1,18.5,267.3,1052,170.1,118.1,54.5,37.4,
23/11/2021,236.5,92.5,394.7,32.4,10.1,14.3,264.6,1045.1,170.5,118.9,54.7,37.6,
24/11/2021,238.5,93.1,397.4,32.4,9.1,9,242.4,1021.8,170.3,119.4,54.7,38.4,
25/11/2021,244.4,92.6,400.9,32.4,13.3,4.5,260.4,1048.5,170.3,122.3,54.7,38.5,
26/11/2021,252,92.4,405.3,32.4,9.1,14,232.2,1037.4,169.9,121.7,54.5,43.7,
27/11/2021,244.5,92,396.6,32.3,8.6,6.5,213.3,993.9,170.3,122.1,54.4,34.2,
28/11/2021,237.2,90.8,395.6,32.3,8.6,2.6,202.3,969.4,170.3,122.1,54.4,33.7,
29/11/2021,236.7,85,403.8,32.4,11.2,4,283,1056.1,170.8,122.7,54.4,37,
30/11/2021,256.4,82.8,405.6,32.4,12.8,10.5,279.9,1080.4,171,121.8,53.8,43,
01/12/2021,238.1,89.4,396.7,32.4,13.4,8.8,245.7,1024.5,170.2,108.3,54.4,46.5,
02/12/2021,237.8,91.9,400.1,30.8,10.7,-5.1,243.7,1009.9,170.6,108.1,54.2,46.1,
03/12/2021,244.8,91.2,400.5,30.9,9.7,-2.2,262.5,1037.4,170.5,107.5,54.1,46.1,
04/12/2021,251.8,92.6,398.5,29.7,8,5.3,200.8,986.6,170.2,108,54.1,46.2,
05/12/2021,251.8,91.2,399.2,29.7,5.4,4.2,192.5,974,170.4,108.3,54.1,45.4,
06/12/2021,248.8,87.1,403,31.3,10.7,-1.1,240.9,1020.7,170.9,109,54.3,44.5,
07/12/2021,249.9,87.2,406.3,30.4,7,0,238.5,1019.4,170.6,110.7,54.4,46.4,
08/12/2021,203.6,92.2,407.7,30.4,7,-8.5,235.7,968,170.5,111.9,54.4,46.4,
09/12/2021,255.4,91.7,406.3,30.3,7,-3.1,244.8,1032.3,170.3,111.7,54.4,46.1,
10/12/2021,260.1,91.1,406.4,30.3,7.5,19.8,235,1050.1,170.6,112.8,54.4,46,
11/12/2021,262.1,92.3,399.9,29.7,7.5,10.6,208.3,1010.4,170.7,109.4,54.3,45.6,
12/12/2021,262.1,88.7,398.8,29.7,6.4,18,207.5,1011.2,170.4,109.8,54.3,44.7,
13/12/2021,263.1,96,401.5,30.3,9.1,22.6,249.4,1072.1,170.6,112.2,54.4,46.2,
14/12/2021,259.5,97,401.3,30.3,7.5,20.6,269.8,1085.9,170.3,110.5,54.4,46.4,
15/12/2021,262.6,97.7,403.5,30.3,7.5,18.6,278.2,1098.5,169.5,115.1,54.3,46.4,
16/12/2021,256.6,87.1,404.5,30.2,6.5,11.4,261.4,1057.6,171.2,112.2,54.3,46.3,
17/12/2021,250.2,87.1,408,30.4,4.9,5.6,267.5,1053.6,170.6,119.5,50.1,46.2,
18/12/2021,250.7,87.3,377.7,29.2,4.3,5.8,228.5,983.4,170.2,109.4,32.4,45.8,
19/12/2021,240.1,90.7,377.3,29.2,2.1,2.4,220.3,962.1,171.2,108.8,30,46,
20/12/2021,243.4,85.8,384.9,29.2,4.3,-12.8,280.5,1015.3,170.5,111.7,26.9,46.5,
21/12/2021,246.2,90.2,379.8,29.1,2.2,-6.4,317.9,1058.9,170.3,105.8,23.9,46.6,
22/12/2021,248.9,90.2,382.3,30.2,2.1,1.1,299.8,1054.7,170.5,109.3,20.7,46.6,
23/12/2021,255.9,90.4,360.9,30.4,2.2,14.7,290.2,1044.8,164.5,99.1,23.6,42.3,
24/12/2021,256.7,90.9,355.2,30.1,3.8,24.4,241.3,1002.3,169.9,88.5,25.8,40.9,
25/12/2021,247.5,92,356,30.2,5.4,39.7,214.3,985,170.1,87.9,24.3,43.8,
26/12/2021,253.6,92,353.3,30,4.3,38,222.7,994,172,88.2,23.8,39.3,
27/12/2021,256.7,91.5,353.7,29.1,9.6,49.6,219.9,1010.2,169.5,87.9,23,42.4,
28/12/2021,259.7,89,356.8,29.2,8.5,53.7,227.8,1024.6,171.2,89.8,22.2,43.3,
29/12/2021,262.7,91,363.3,30,9.5,76.8,229,1062.3,170.6,96.9,22,43.5,
30/12/2021,262.6,91.7,360,32.4,9.7,77.7,230.8,1064.8,170.6,100.2,23.2,41.2,
31/12/2021,262.3,82.2,343.2,32.3,9.6,89,233.6,1052.3,170.8,97.9,15.1,35.8,
01/01/2022,264.3,93.4,279,30.6,8.1,78.7,236.3,990.3,159.3,67.2,15.6,24.2,
02/01/2022,264.9,98.8,263.4,30.6,8,79,256,1000.6,160.5,53.8,10.3,25.9,
03/01/2022,264.7,97.3,252.1,30.6,10.7,82.9,278.9,1017.2,158.6,44.6,9.5,27.2,
04/01/2022,264.5,96.3,245.3,28.4,9.7,62.4,295.2,1001.8,158.3,40.5,5.4,28.4,
05/01/2022,248.1,99.1,265.7,29.8,8.6,16.3,310.7,978.3,160.5,41.9,22.2,28.3,
06/01/2022,246.6,96.3,246.3,28.5,6.9,5.3,306.9,936.7,159.1,39,5.5,28.2,
07/01/2022,263.6,95.4,250.8,28.7,7.5,28.3,305.9,980.1,160.5,41.3,5.5,29.1,
08/01/2022,263.2,96.7,243.6,26.8,6.4,36.3,283.8,956.9,158.1,38.7,5,27.9,
09/01/2022,264.2,97.3,241.9,26.8,6.4,31.6,284,952.1,158,38.4,5,27.8,
10/01/2022,265.1,95.1,259.7,27.3,8,32.9,327.4,1015.4,158,43.9,5.1,34.9,
11/01/2022,263,94.1,251.6,30.3,8,19.8,348.9,1015.8,158.1,39.2,5.1,33.4,
12/01/2022,264.5,94.8,267.9,30.3,8,22.4,342.6,1030.6,158,52.6,5.1,37.3,
13/01/2022,254,84.9,257.6,30.3,8,23.4,352.9,1011,158,48.9,5,35.1,
14/01/2022,257.7,93.4,256,30.3,9,17.6,351.2,1015.3,157.9,42.1,5,39.8,
15/01/2022,250.5,96.4,251.7,31.2,5.9,17.9,333.8,987.4,158.3,40,5,38.2,
16/01/2022,250.5,97,251.2,31.2,5.9,17.4,337.6,990.7,158,39,5,37.4,
17/01/2022,249.3,95.9,259.1,30.3,9.6,15.3,369.6,1029.1,160.5,39.9,5.1,42.2,
18/01/2022,224.2,89.9,250,30.3,8,8.9,397,1008.4,158.1,37.1,5,39,
19/01/2022,256.2,83.8,249.7,30.5,7.4,17,385.7,1030.3,158,35.7,5.1,40.6,
20/01/2022,259.7,87.5,250,29.9,7.4,12.3,359.1,1005.9,158.1,35.8,5.1,39.5,
21/01/2022,258.5,89.9,256.3,29.9,7.4,16.8,337.9,996.8,158.1,42.6,5,38.7,
22/01/2022,262.5,96.5,248.5,29.5,5.8,18.3,324.8,986,158,35.6,5,37.9,
23/01/2022,260.3,97.5,243.1,29.3,3.7,20.2,320.2,974.4,158,34.1,5.1,36.4,
24/01/2022,259,93.6,267.2,29.9,9.6,17.5,383.7,1060.3,158,52.3,5.1,41.6,
25/01/2022,262.3,92.4,275.5,29.1,8,14.8,404.7,1086.8,160.6,55,5,41.3,
26/01/2022,262.7,90.1,294.5,24.2,8,12.7,398.5,1090.6,160.5,76.4,5,41.5,
27/01/2022,254,95.5,289.6,24.1,8,23.3,404.6,1099.2,160.5,70.7,5,40.9,
28/01/2022,255,94.8,276.6,24.1,6.9,14.2,362.1,1033.8,160.6,58.9,5,40.9,
29/01/2022,259.7,95.2,270.9,24.1,4.8,14.2,340.1,1008.9,160.5,54.7,5,39.4,
30/01/2022,259.4,97.2,268.4,23.7,4.8,12.2,340.4,1006,160.6,54.1,5,37.1,
31/01/2022,265.1,95.9,280.2,23.9,8,10.6,350.2,1033.9,160.5,60.4,8.9,36.8,
01/02/2022,264.7,95.3,342.4,27.5,8,35.4,322.6,1095.9,170.4,94.1,25.9,44.7,
02/02/2022,265.1,92.1,322.1,28.2,8,39.7,345.9,1101.1,170.4,77,26.3,40.7,
03/02/2022,264.1,92.1,310.2,28.1,8,46.8,354,1103.3,171.1,67.7,23.1,41.1,
04/02/2022,264.4,92.6,316.5,28.6,5.3,47.6,351.9,1106.9,170.3,67.8,23.3,41.1,
05/02/2022,265.3,98.2,322.1,26.3,1.1,41.9,304.6,1059.4,170.8,74.5,24,40.9,
06/02/2022,264.8,98.7,314.3,26.2,0,44.9,296.9,1045.8,170.5,77.3,24,40.6,
07/02/2022,264,98.9,321.1,27.9,0,35.5,324.7,1072,170.5,83.5,24.2,39.9,
08/02/2022,265.6,97.3,299.9,27.5,0,47.5,332.5,1070.2,170.2,70.7,15.8,40.7,
09/02/2022,267.4,98.3,302.4,26.9,0,42,340.5,1077.4,170.6,64.4,25,40,
10/02/2022,265.2,97.9,286.7,29,0,34.7,352.4,1065.9,166.5,43.6,22.3,40.2,
11/02/2022,260.4,98,271,28.3,0,32.1,344.4,1034.2,166.3,40.3,23.5,38.4,
12/02/2022,266,98.4,270.7,28.3,0,27.2,325.1,1015.7,166.3,40.1,23,37.9,
13/02/2022,265.1,98.6,272.1,29.5,0,33.8,295.9,994.9,166.3,39.9,23,38.2,
14/02/2022,263.8,97.7,286.6,29.5,0,30.5,325.4,1033.4,167.4,50.1,23,41.1,
15/02/2022,263.6,96.9,307.6,33.1,0,30.3,330,1061.5,170.5,58.8,23.1,41.1,
16/02/2022,264.2,96.1,266.6,32.4,0,26.8,325,1011.1,159.5,40.2,22.9,42.6,
17/02/2022,255.7,95.5,261.4,32.6,5.4,31.2,345.1,1027,159.5,37.1,21.5,41.4,
18/02/2022,245.3,97.1,264.9,32.4,8,24.1,349.3,1021.1,165.1,36.5,23,37.8,
19/02/2022,245.6,97,266.1,32.3,6.4,24.1,284.3,956,159.5,34.2,23,36.5,
20/02/2022,257.3,98.2,269,32.4,6.4,25,272.4,960.7,159.5,34.5,23,36.8,
21/02/2022,259.3,96.7,269.6,32.5,7.5,28.2,290.8,984.6,159.6,38.6,23,37.3,
22/02/2022,257.7,96.8,276,32.4,7.4,32.4,292.3,995,164.8,39.2,23,37.8,
23/02/2022,261.4,95.9,297.6,32.2,7.4,30.5,303.1,1028.2,171,49.4,23.1,39.3,
24/02/2022,260.8,95.9,333.5,32.4,7.4,32,295.5,1057.4,170.3,74.5,23.3,45.3,
25/02/2022,260.1,95.7,371.8,32.3,7.4,32.9,288.3,1088.5,170.1,102.7,26.6,47.5,
26/02/2022,259.5,96.7,392.5,32.3,6.4,53.4,281.6,1122.3,171.1,107.6,40,49,
27/02/2022,260.1,96.3,382.3,32,6.4,59.1,281.2,1117.4,170.3,107.3,30.8,47.8,
28/02/2022,260.9,95.2,380.9,31.9,7.5,52.8,318.6,1147.7,170.4,103.7,31,50.1,
01/03/2022,261.4,93.4,390.3,32.4,6.4,48.1,329.6,1161.6,169.6,98.8,47.7,50.6,
02/03/2022,263,93.8,367.6,32.3,7.5,40.7,327.8,1132.6,170.6,98.6,48.8,41.5,
03/03/2022,214.5,93.9,366.3,32.6,7.5,42.5,326.6,1083.9,165.5,98.8,52.7,41.4,
04/03/2022,260.4,93.9,372.3,32,7.4,40.8,320.3,1127.3,174.6,98.6,49.5,41.1,
05/03/2022,251.3,95.2,373.8,32.1,4.3,35.2,306.9,1098.7,171.6,99.6,51.9,41.1,
06/03/2022,255.1,96.6,369.5,32,3.2,34,296.5,1086.9,170.3,98.9,50,41.4,
07/03/2022,256.5,93.4,372.6,32,5.8,27.2,345.6,1133.2,170.8,99.2,50.5,41.6,
08/03/2022,259,96.4,371.8,32.1,4.3,41.1,369.2,1173.8,170.4,98.9,50.7,41.7,
09/03/2022,258.8,96.2,373.1,32.4,1.6,48.1,364.6,1174.8,170.5,99.5,50.1,42.1,
10/03/2022,258.5,96.4,372.6,32.6,1.6,42.4,346.8,1150.9,170.3,99.2,51.5,42,
11/03/2022,263,96.1,375.3,32.9,1.6,53.4,361.1,1183.4,170.8,99.3,53.5,42.2,
12/03/2022,261.3,96.7,371.9,33,1.6,47.8,323.9,1136.1,170.1,98.7,52.3,41.7,
13/03/2022,262.4,98.3,369.1,32.5,1.6,38.8,311.2,1113.8,170.2,99,51.9,41.5,
14/03/2022,259.2,97,371.4,33.4,1.1,43.1,314.1,1119.4,170.9,99.1,51.5,41.4,
15/03/2022,253.3,96.9,340.5,34.5,1.1,39.7,341.9,1107.9,170.3,93.4,27,41.3,
16/03/2022,247.3,96.4,313.5,35.9,3.2,41.3,359.6,1097,157.1,84.3,23,40.8,
17/03/2022,259.3,96.6,301.2,35.8,4.8,50.5,340.3,1088.4,145.5,83.4,22.3,40.7,
18/03/2022,264.5,96,304.2,34.2,8.6,60.1,359.4,1127,133.4,95.9,22.7,41.3,
19/03/2022,264.8,97,318.5,32.4,4.8,68.9,333.7,1120,133.9,95.3,22.7,40.7,
20/03/2022,265.3,97,318.3,32.4,4.8,67.4,325.9,1111.1,133.8,95.2,23.1,40.8,
21/03/2022,265.5,96.2,328.8,32.4,7.5,50.2,358.4,1138.9,141.2,97.5,22.7,41.1,
22/03/2022,262.1,95.8,342,32.4,8.6,68.9,354,1163.7,152.9,98.5,23.8,41.2,
23/03/2022,262,95.2,338.6,32.5,7.5,64.1,356.3,1156.3,152,95.5,23.6,41.2,
24/03/2022,266.2,95.8,347.6,32.5,7.5,74.5,352.5,1176.7,163.3,93.6,23.4,40.7,
25/03/2022,266.1,97,353.4,32.3,7.5,74.4,349.3,1180,171,93.7,23,40,
26/03/2022,254.1,82,346.5,31.2,4.8,54.1,310.6,1083.3,163.2,98.4,22.2,37.7,
27/03/2022,266.3,81.8,353.8,32.4,4.8,51.7,304.7,1095.5,171,98.6,23,35.1,
28/03/2022,264.1,94.2,358,32.3,7,44.7,354.7,1155,171,98.8,22.9,39,
29/03/2022,265.8,95,364.9,32.3,9.1,34.6,371.7,1173.2,170.9,98.5,24.9,40.2,
30/03/2022,264.5,96,382.3,32.3,9.1,41.9,340.8,1167,170.5,98.2,37.6,40,
31/03/2022,264.6,97.5,382.4,32.4,10.2,54.7,339.7,1181.5,170.4,98.7,41.2,39,
01/04/2022,261.2,95.9,340.6,32.4,12.8,76.6,331.7,1151.2,170,103.6,21.7,32.9,
02/04/2022,265.1,96.3,348.6,32.4,9.6,93.2,317.4,1162.7,171,104.9,30.4,31.9,
03/04/2022,264.9,96.1,352.5,32.4,9.6,93.5,326.5,1175.4,170.5,104.7,33,34.2,
04/04/2022,265.7,95.2,356.2,32.4,12.9,87.9,367.9,1218.1,170.5,104.5,32.9,38.1,
05/04/2022,268.1,95.5,352.7,32.4,12.8,91.5,377.3,1230.3,171.1,104.5,29.2,37.6,
06/04/2022,268.6,95.8,346.6,32.4,10.7,92,369.6,1215.7,170.5,104.7,27.8,33.5,
07/04/2022,268,96.9,336.5,35.6,9,95.1,350.6,1191.7,170.1,101.3,24.5,31.3,
08/04/2022,269.5,97.5,315.3,35.6,8,95.5,337,1158.5,170.3,86.7,19.2,30.3,
09/04/2022,269.4,98,302.3,35.6,4.3,98.7,341.7,1150,170.5,74.8,19.2,28.9,
10/04/2022,268.8,93.8,303.3,35.6,5.3,92.2,329,1128,170.3,75.9,19.4,28.8,
11/04/2022,269.3,92.1,327,33.2,8.5,93,343.3,1166.3,171.2,90.5,19.4,36.9,
12/04/2022,269,95.5,304.8,33.2,8.5,103.2,362.8,1176.9,170.5,69.3,19.2,36.7,
13/04/2022,268.3,95.1,295.3,33.2,8.5,99.8,368.4,1168.6,170.4,60.6,19.4,36.2,
14/04/2022,269.2,95.2,306,33.2,7.4,97.8,333.8,1142.8,170.5,75.9,19.3,31.9,
15/04/2022,269.3,95,293.5,35.6,8.5,99.1,336,1137,170.4,64.8,19.8,30.5,
16/04/2022,266.7,93.4,277.8,35.6,5.9,93.9,321.6,1094.9,170.5,51.2,19.2,28.1,
17/04/2022,267.2,94.2,278.3,35.6,5.9,94.2,333.6,1108.9,170.3,51.2,19.1,29,
18/04/2022,265.9,93.9,280,35.6,7.5,96.2,347.6,1126.7,170.5,51.2,19.3,31,
19/04/2022,267.6,94.7,279.2,31.2,7.4,101.3,348.1,1129.5,170,49.5,19.6,31.6,
20/04/2022,266.8,94.6,281.7,32.5,9.6,98,352.1,1135.2,170.7,50.5,19.5,33.2,
21/04/2022,266,94.9,281.9,35.5,9.6,94.2,361.7,1143.8,170.6,51.5,19.4,32.7,
22/04/2022,257.8,94.9,278.6,35.6,11.2,92.3,368.4,1138.6,170.1,53.1,18.9,29.1,
23/04/2022,262.3,93.3,263.4,35.6,6.9,90.4,342.9,1094.8,169.3,43.2,14.5,28.9,
24/04/2022,266.3,93.5,265.8,35.6,6.9,86.9,346.8,1101.8,170.5,47.3,12.4,27.8,
25/04/2022,250.4,94.1,281.5,35.6,9.1,61.8,397.2,1129.6,171,63.5,9.9,28.8,
26/04/2022,253.9,93.4,278.9,35,9.1,72.9,416.7,1159.9,170.8,50,20.7,30.3,
27/04/2022,246.6,93.6,258.8,34.1,8,55.3,403.7,1100.1,168.3,59.4,0.6,22.7,
28/04/2022,266.1,93.1,258.1,35.6,10.1,68.5,398.4,1129.8,168.3,58.1,0,24.1,
29/04/2022,265.3,92.8,258.4,33.9,10.1,72.2,383.3,1116.1,168.1,59.9,0,22.9,
30/04/2022,265.1,92.4,262.5,36.6,6.9,68.1,373.9,1105.6,168.1,64.6,0,22.6,
01/05/2022,264.8,92.2,297,35.6,6.9,69.7,357.3,1123.5,168.3,90.3,0,30.3,
02/05/2022,265,92.6,325.5,34.8,9.1,79.8,359.3,1166.1,170.7,96.5,17.7,31.9,
03/05/2022,265,92.9,325.1,35.6,9.1,89.2,375.4,1192.3,170.4,96.7,18.2,30.5,
04/05/2022,265.1,93.6,329.8,35.6,9.1,87,372.5,1192.7,170.6,96.4,18.4,34,
05/05/2022,267.9,93.5,333.8,34.7,10.1,89.5,367.9,1197.4,170.4,96.7,18.3,38.1,
06/05/2022,268.6,95.7,333.6,34.7,8.5,91.2,358.3,1190.6,170.5,96.8,18.6,37.4,
07/05/2022,264.6,96.4,302.2,34.8,5.3,90.6,338.8,1132.8,170.6,86,0.1,36.5,
08/05/2022,265.2,94.7,312,26.9,5.3,86.1,336.5,1126.8,170.5,96.1,0,36.3,
09/05/2022,268.9,97.8,321.8,25.4,8.5,84.6,359.2,1166.1,170.7,97.1,9.1,35.6,
10/05/2022,268.8,98.5,300.8,27.6,9,84.8,331.3,1121,170.4,85.8,1.8,33.5,
11/05/2022,268.2,97.7,280.5,33.3,8,87.2,332.4,1107.4,170.4,71.2,,30.3,
12/05/2022,269.1,97.1,267.8,35.2,9,93.4,338.4,1110,170,60.7,,27.8,
13/05/2022,269.1,97.4,273.3,35.5,9,92.3,370.9,1147.7,170.6,60.1,,34.1,
14/05/2022,269.3,95.8,277.1,36.7,6.4,96.2,346.2,1127.6,170.5,64.3,,34.4,
15/05/2022,269.2,98,276.8,33.6,6.4,93.8,327.4,1105.2,170.9,63.7,,33.4,
16/05/2022,268,92.9,264.8,33.9,9,94,347.2,1109.7,170.8,54.1,,30.8,
17/05/2022,268.8,77.8,255.3,34,9.1,94.1,363.1,1102.1,170.5,47.2,,29.3,
18/05/2022,243.9,77.2,259.2,30.2,8,90.5,345.6,1054.5,170.3,51.7,,28.6,
19/05/2022,269.3,77.8,265.5,31.5,9.1,90.4,359.6,1103.3,170.6,61,,25.2,
20/05/2022,264.9,92.4,261.3,31.5,8,90.9,356.8,1105.7,170.5,61.2,,21.2,
21/05/2022,256.4,86.5,239.7,33.6,6.4,91.6,343.3,1057.5,170.5,42.4,,21.7,
22/05/2022,261.6,83.9,238,32.6,6.4,92.1,346.2,1060.9,170.5,41.3,,21.4,
23/05/2022,261.6,84.6,236.5,34.9,8.5,98.6,366.9,1091.6,170.5,40.6,,23.4,
24/05/2022,261.2,91.2,238.2,35.5,9.1,97.9,368.7,1101.9,170.5,43.5,,22.4,
25/05/2022,261.7,85.7,238.2,34.8,9.1,90.5,369.4,1089.4,170.5,42.7,,23.1,
26/05/2022,260.1,85.4,239.5,34.8,7.5,93.1,355.2,1075.7,170.5,42.7,,23.8,
27/05/2022,261.3,85.8,237.7,35.6,5.9,96.2,349.5,1071.9,167.6,45.1,,22.5,
28/05/2022,258.5,85.6,237.3,35.6,7,95.8,324.8,1044.5,170.6,42.6,,21.9,
29/05/2022,262.9,86,236.8,35.6,6.4,92.9,324.1,1044.6,170.4,42.9,,21.1,
30/05/2022,263.9,83.8,238.8,34,8,96.7,360.3,1085.5,170.6,42.9,,22.7,
31/05/2022,263.8,83.6,218.9,35.2,8,98.3,365.5,1073.4,153.2,40.5,,23.2,
01/06/2022,267.7,91.1,232.6,34,7.5,97.2,347.6,1077.6,170.1,38.9,,21.3,
02/06/2022,266.3,76.2,234,35.4,7.5,94.1,354.9,1068.3,168.9,40.9,,22.1,
03/06/2022,267.6,73.4,228.7,35.4,7.5,95.6,353.7,1061.9,166.8,39.9,,19.5,
04/06/2022,267.2,74.6,222.9,35.5,5.9,93.5,330.9,1030.4,155.3,40.1,,24.1,
05/06/2022,267.3,74.5,225.9,35.4,5.9,95.4,314.7,1019.1,155.4,40.2,,25.8,
